Site Number;Site Portfolio;Asset Status;State;City;Address;Latitude Decimal;Longitude Decimal;Anchor Tenant Name;Asset Source;Marketable Flag;Asset Class;Asset Type;Site Type;Constructed Date;Acquired Date;Tenant Ready Date;Non Marketable Reason;Site Created On Date;Building Height Asset;Total Height;Structure Height;Tower Extended Flag;Structure Type;Reinforcement Flag;Access Instructions;Building Height;Cliente 1;Cliente 2;Cliente 3;Cliente 4;Cliente 5;Cliente 6;Cliente 7;Cliente 8;Cliente 9;Cliente 10;Cliente 11;Cliente 12;Cliente 13;Cliente 14;Estacao
1224;A;Active;CE;Aracati;Rua das Lavandeiras, s/n;-17,14130252;-39,87922514;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;0;36;36;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676140
1225;A;Active;CE;Amontada;Rodovia Br 402 S/N;-17,03546878;-39,83311351;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676221
1226;A;Active;CE;Bela Cruz;Rua Padre Odecio, 379;-16,86241231;-39,90116925;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;18;18;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676230
1227;A;Active;CE;Granja;ROD CE TREZENTOS E SESSENTA E QUATRO, S/N;-17,03435816;-39,53088908;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;29.1;29.1;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676248
1228;A;Active;CE;Guaraciaba do Norte;RUA CAPITÃO FERREIRA, s/n;-17,03324704;-39,53311131;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;28;28;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676256
1229;A;Active;CE;Itarema;Rua Manoel Teofilo Da Guia S/N;-17,12630272;-39,71727949;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676272
1230;A;Active;CE;Itarema;Avenida Joao Batista Rios 1995;-15,15518073;-40,75422807;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;59.5;59.5;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676280
1231;A;Active;CE;Ipu;Praça Abilio Martins 1;-15,24434801;-40,62422729;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30.3;N;Self Support;N;Autorização Regional Oi/CGS;;;X;;;;;X;;;;;;;;1005676299
1232;A;Active;CE;Ipu;Rua Leocadio Ximenes S/N;-15,11740323;-40,4442258;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676302
1233;D;Active;CE;Iguatu;Rua Floriano Peixoto, S/N;-13,89073099;-40,12255499;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:48;;;40;N;Self Support;N;Cadeado de segredo 2709;;;;;;;;;;;;;;X;;1005676310
1234;A;Active;CE;Jaguaruana;Travessa Onze de Setembro, 134;-12,3132254;-38,00809321;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676361
1235;A;Active;CE;Mombaça;Rua Joao Fernandes Castelo, no. 08;-12,33044767;-38,05309356;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676396
1236;A;Active;CE;Paracuru;Rodovia CE-085, Km 60, s/n;-12,36628111;-38,12226077;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;0;50;50;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;;;;;;;;;1005676418
1237;A;Active;CE;Paracuru;Avenida João Lopes Meireles, 2515;-12,25933618;-38,04531564;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;51.8;51.8;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676426
1238;A;Active;CE;Quixadá;Rua Pedro Cabral de Oliveira, S/N;-12,26016952;-38,03920448;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;60;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005676450
1239;A;Active;CE;Guaraciaba do Norte;R. Prefeito Menton Silviano, S/N;-17,07630154;-40,28728354;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;37.5;37.5;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1005676469
1240;D;Active;CE;Fortaleza;Rua Cel. Matos Dourado, S/N;-17,12524614;-40,32675614;Vivo;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 21:06;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;1005677619
1241;A;Active;CE;Fortaleza;BR-116, Nº 9570;-17,168519;-40,328868;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1005677627
1242;A;Active;CE;Quixeramobim;Rua Rafael Pordeus, s/n;-17,18324667;-40,16811621;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;42;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;1005677945
1243;A;Active;CE;Quixeramobim;AVENIDA GERALDO BIZARRIA DE CARVALHO - nº S/N;-16,93518944;-40,49922926;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;0;18;18;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;;;;;;;;;1005677953
1244;E;Active;CE;Aracati;RUA PROJETADA S/N - CENTRO - ARACATI;-12,886433;-38,679717;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:59;0;50;50.05;N;Self Support;N;7x7;0;;;;;;X;;;;;;X;;;1005685786
1245;C;Active;CE;Fortaleza;RUA PRINCESA ISABEL 367  CENTRO FORTALEZA;-12,9925;-38,63111111;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 10:04;;;48;N;Self Support;N;;;;X;;;;;;;;;;X;;;1005884851
1246;D;Active;CE;Fortaleza;RUA DRAGÃO DO MAR 372 COND. EDIF. STUDIO IRACEMA CENTRO - FORTALEZA;-15,978242;-39,58338765;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 20:46;;;40;N;Self Support;N;CADEADO SEGREEDO 1822;;;;;;;;;;;;;X;X;;1006428728
1247;C;Active;CE;Fortaleza;RUA F S/N LT 26 - QD B MANOEL DIAS BRANCO - FORTALEZA;-15,260257;-40,251974;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:01;0;52.8;52.8;N;Self Support;N;;0;;X;;;;;;;;;;X;;;1006430331
1248;A;Active;CE;Maracanaú;RUA VINTE S/N, JEREISSATI II;-11,16127422;-38,37226121;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1006967386
1249;A;Active;CE;Itapipoca;RUA MAESTRO MARQUINHOS, S/N, VIOLETE;-11,1982192;-38,06114788;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;699194563
1250;A;Active;CE;Fortaleza;RUA: PROFESSOR COSTA MENDES;-11,31821991;-38,02309218;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;X;;;881856
1251;A;Active;CE;Fortaleza;RUA: ALBERTO FEITOSA LIMA;-11,015967;-38,141942;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;30.7;30.7;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;684381044
1252;A;Active;CE;Fortaleza;RUA:  POLONIA;-11,19738592;-38,0072586;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;692744053
1253;A;Active;CE;Choró;RUA JOANA ALVES DE ALMEIDA ,S/N,CENTRO;-11,31044188;-38,21920471;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;697381358
1254;A;Active;CE;Banabuiú;MORRO DA TORRE DA ECETEL, S/N, RURAL;-11,26544169;-38,16420426;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;5121345
1255;C;Active;CE;Quixadá;RUA ADERALDO FERREIRA ARAUJO S/N  CENTRO QUIXADA;-14,42111111;-39,57083333;Claro;Built;Y;Wireless;Tower;;10/30/2015;;30/10/2015;;19/10/2015 22:27;;40;40;N;Monopole;N;;;;X;;;;;;;;;;;;;1007246259
1256;A;Active;CE;Aracati;RUA DRAGÃO DO MAR S/N  CANOA QUEBRADA ARACATI;-14,42128996;-39,57116291;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007246275
1257;A;Active;CE;Trairi;RUA JOSE GRANJA RIBEIRO   87  CENTRO TRAIRI;-13,447732;-39,939095;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007246313
1258;A;Active;CE;Santa Quitéria;RUA MARIA DE LOURDES   233  CENTRO SANTA QUITERIA;-13,45434026;-39,85227467;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007246330
1259;A;Active;CE;Santa Quitéria;  RUA RAIMUNDO MESQUITA SOBRINHO SN S/N PLANALTO DA PIRACICABA CENTRO SANTA QUITERIA;-15,81518468;-40,22116977;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007246348
1260;A;Active;CE;Parambu;RUA SANTA TEREZINHA  S/N  CENTRO PARAMBU;-15,65240636;-40,07116843;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007246364
1261;D;Active;CE;Fortaleza;RUA: PARA;-10,689719;-39,854898;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;40;N;Self Support;N;Cadeado segredo 2709.;;;;;;;;X;;;;;X;X;;683495119
1262;C;Active;CE;Fortaleza;RUA: MAJOPEDRO SAMPAIO;-10,68460337;-39,85338242;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:19;;;60;N;Self Support;N;;;;X;;;;;;;;;;X;;;684369095
1263;A;Active;CE;Fortaleza;RUA: ROBERTO CARVALHO;-15,07518149;-39,98311132;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;697384438
1264;A;Active;CE;Fortaleza;RUA GUSTAVO SAMPAIO, 2432, PARQUELÂNDIA;-15,11934824;-40,06922311;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;851728
1265;C;Active;CE;Canindé;RUA: MOZART PINTO;-14,41072222;-43,55353333;Claro;Built;Y;Wireless;Tower;;10/31/2015;;31/10/2015;;19/10/2015 22:27;0;40;40;N;Monopole;N;;0;;X;;;;;;;;;;;X;;5089506
1266;A;Active;CE;Fortaleza;RUA: A;-14,557493;-43,572587;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1002561113
1267;B;Active;CE;Pacajus;RUA POETA JOSE MARTINS, S/N, CENTRO;-14,4137522;-43,5559714;Oi;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:33;0;40;40;N;Self Support;N;;0;;;;;;X;;;;;;X;;;5090709
1268;A;Active;CE;Sobral;RUA: CEL. ANTÔNIO MENDES CARNEIRO;-14,41071111;-43,55353333;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;30;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;5121205
1269;A;Active;CE;Caucaia;ESTRADA DOS GARROTE, S/N, CUMBUCO;-13,61933466;-44,4692513;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;691690839
1270;A;Active;CE;Fortaleza;RODOVIA FERREA PARANGABA-MUCURIPE, S/N, SAO JOAO DO TAUAPE;-13,66822365;-44,55730752;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;12;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684202905
1271;A;Active;CE;Maranguape;RUA COSTA E SILVA S/N.°  CENTRO MARANGUAPE;-14,84739895;-42,43312826;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;40;40;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;X;X;;;;;;;;1007259261
1272;A;Active;CE;Maranguape;RUA JOÃO RAMOS sn  INDEFINIDO MARANGUAPE;-14,696278;-42,06273;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;30;30;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1007259270
1273;A;Active;CE;Fortaleza;AVENIDA DOM LUIS 300 SL 1216 - CONDOMINIO AVENIDA SHOPING OFFICE ALDEOTA FORTALEZA;-14,77628776;-42,27118258;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;0;18;18;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;;;;;;;;;1007259318
1274;A;Active;CE;Aquiraz;RUA LADO ÍMPAR DA VIA LOCAL, S/N, RURAL;-11,21516119;-40,41505363;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;38;38;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;1007354124
1275;C;Active;CE;Fortaleza;RUA: JAGUARETAMA;-11,17571642;-40,52227657;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:01;;;41;N;Self Support;N;;;;;;;;;;;;;;X;;;774324
1276;D;Active;CE;Fortaleza;RUA: IDELFONSO ALBANO;-11,17861111;-40,54186944;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:43;0;40;40;N;Self Support;N;;0;;;;;;;;;;;;X;X;;684865297
1277;A;Active;CE;Fortaleza;RUA MONTEVIDEO, S/N, SERRINHA;-11,08536;-40,682385;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;18;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1000717906
1278;A;Active;CE;Fortaleza;RUA PROFESSOR HENRIQUE FIRMEZA, S/N, VICENTE PINZON;-10,98821518;-40,7381112;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;18;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684374471
1279;A;Active;CE;Fortaleza;RUA L, S/N, VILA VELHA;-11,2854395;-40,27810831;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684369010
1280;A;Active;CE;Fortaleza;RUA BENTO CORREIA CAMARA, S/N, VICENTE PINZON;-11,19627189;-40,69811116;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;40.35;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;443806136
1281;A;Active;CE;Fortaleza;AVENIDA JUSCELINO KUBISTCHECK, S/N, PASSARE;-11,33321766;-40,16727424;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684202840
1282;A;Active;CE;Fortaleza;RUA TULIPA NEGRA, S/N, PARQUE SANTA ROSA;-11,1854387;-40,51533208;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;X;;;;;X;;;;;X;X;;695551035
1283;A;Active;DF;Brasília;SETOR SHIN,S/N,LAGO NORTE;-10,98043733;-40,7681114;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;41;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;641272022
1284;A;Active;DF;Brasília;SETOR SCES TRECHO 02 CONJ. 32,S/N,Asa Sul;-11,21432773;-40,52810998;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;18;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;659059312
1285;A;Active;DF;Brasília;QUADRA QNO 10 ,S/N,CEILÂNDIA;-11,02321559;-40,5331098;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;659059320
1286;A;Active;DF;Brasília;SETOR SHCGN 715,S/N,ASA NORTE;-11,3343285;-40,41505377;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;659107961
1287;A;Active;DF;Brasília;QUADRA 110,3,SAMAMBAIA SUL;-13,602731;-39,954697;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;0;59;59;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;659108216
1288;D;Active;DF;Brasília;CHACARA SHIS,25,Setor de Habitações Individuais Sul;-13,537902;-39,958512;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 20:46;;;70;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;659108402
1289;A;Active;DF;Brasília;SETOR HOTELEIRO CENTRAL ,S/N,Setor Central (Gama);-13,53017382;-39,97060896;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;50.7;50.7;N;Self Support;N;Autorização Regional Oi/CGS;0;;X;;;;;X;;;;;X;X;;659059657
1290;D;Active;DF;Brasília;Quadra Quadra 8,S/N,Sobradinho;-13,60267421;-39,95505339;Vivo;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 21:07;;;50;N;Self Support;N;Cadeado segredo 1822;;;;;;;;;;X;;;;X;;659059673
1291;A;Active;DF;Brasília;SETOR SEPN 504,S/N,Asa Norte;-13,72434171;-39,79005238;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;659107880
1292;A;Active;DF;Brasília;SETOR CLN 309,S/N,Asa Norte;-13,51194;-40,04972;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;29;29;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;665606672
1293;A;Active;DF;Brasília;SETOR EQS 305/306,S/N,Asa Sul;-10,29515646;-40,16505088;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;18;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;665606699
1294;A;Active;DF;Brasília;SETOR SHIN QI 05 ÁREA ESPECIAL,S/N,LAGO NORTE;-10,09737789;-39,86810413;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;30.6;30.6;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;665608900
1295;A;Active;DF;Brasília;SETOR SHIN QI 09,S/N,LAGO NORTE;-10,16432241;-40,16505074;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;17.46;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;665608918
1296;A;Active;DF;Brasília;SETOR CLSW 103,S/N,CRUZEIRO;-10,18321137;-40,19421763;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;42;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;674657764
1297;A;Active;DF;Brasília;SETOR SCS QD. 05,S/N,Asa Sul;-10,193446;-40,215909;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;665696353
1298;A;Active;DF;Brasília;SETOR SQS 212,S/N,Asa Sul;-10,254675;-40,187777;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;665697120
1299;A;Active;DF;Brasília;RODOVIA BR 020,S/N,Sobradinho;-10,2323784;-40,10032813;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;0;30;30;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;682914088
1300;A;Active;DF;Brasília;QUADRA 203,9,Recanto das Emas;-10,04321057;-40,22616216;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;682914118
1301;A;Active;DF;Brasília;QUADRA 6,S/N,PLANALTINA;-10,34821229;-40,18116215;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:13;;;20;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;683252941
1302;A;Active;DF;Brasília;COLONIA 138/1,34,Setor Habitacional Vicente Pires;-9,93820995;-40,26421788;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:13;;;60;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;683252968
1303;D;Active;DF;Brasília;SETOR CAMPUS UNIVERSITARIO DARCY RIBEIRO,S/N,Asa Norte;-9,8701544;-39,86727057;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;0;3;3;N;Mastil;N;AUTORIZAÇÃO REGIONAL VIVO;0;;;;;;;;;;;;;X;;683319752
1304;C;Active;DF;Brasília;AREA A - ESPLANADA DOS MINISTÉRIOS,S/N,Zona Cívico-Administrativa;-13,03463888;-38,84083333;Tim;Built;Y;Wireless;Tower;;07/26/2017;;26/07/2017;;20/06/2016 15:10;0;60;60;;Self Support;;;0;;;;;;;;;;;;X;;;683319760
1305;C;Active;DF;Brasília;QUADRA QNN 30,17,CEILANDIA;-13,00308333;-38,78808333;Tim;Built;Y;Wireless;Tower;;03/02/2017;;02/03/2017;;07/06/2016 13:44;0;60;60;;Self Support;;;0;;;;;;;;;;;;X;;;683319825
1306;C;Active;DF;Brasília;QUADRA QRSW 02 S/N BL. B-014 ED. CLAUDIA CRUZEIRO BRASILIA;-11,56557;-37,78223;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:01;;;70;N;Self Support;N;;;;;;;;;;;;;;X;;;683319884
1307;D;Active;DF;Brasília;SETOR SIA SUL,1405,Zona Industrial (Guará);-11,56710973;-37,78170181;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 20:46;0;60;60;N;Self Support;N;Cadeado de segredo 1822;0;;;;;;;;;;;;;X;;683319930
1308;C;Active;DF;Brasília;SETOR CLN 5,S/N,RIACHO FUNDO I;-13,85378642;-40,07811018;Tim;Built;Y;Wireless;Tower;;08/31/2012;;31/08/2012;;19/10/2015 20:34;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;X;;;;;X;;;683323660
1309;C;Active;DF;Brasília;SETOR SQN 214,S/N,Asa Norte;-13,86211979;-40,08422134;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:01;;;60;N;Self Support;N;;;;X;X;;;;;;;;;X;;;683598430
1310;C;Active;DF;Brasília;RUA 07,S/N,ASA SUL;-13,8608191;-40,0967343;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:01;0;30.8;30.8;N;Self Support;N;;0;;;;;;;;;;;;X;;;683598481
1311;C;Active;DF;Brasília;SETOR  CI 114,S/N,SANTA MARIA;-13,87573015;-40,68367007;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:19;;;60;N;Self Support;N;;;;X;;;;;X;;;;;X;X;;683598490
